rating,review,date,userName
4,far person condition not updated immunized first dose even though took day ago,2021-05-24 04:05:04,khalidj1234
5,makkah,2021-05-25 15:04:33,عبدالحميد حديدى
1,program glitch,2021-05-25 13:57:03,awtat5526
1,app not working update,2021-05-25 06:42:28,Ahmed 🙄
1,eat battery eat,2021-05-25 05:08:02,imoali
1,star rating,2021-05-25 02:19:33,AaaaaaaAaaaaaAaaaa-
5,excellent program,2021-05-24 19:37:41,ابو عمر 1978
1,feature hide image women not work,2021-05-24 13:43:11,shekhah5002
5,great application,2021-05-24 08:22:43,moyes77
5,nice,2021-05-24 06:15:17,Maaooz
1,battery consumption,2021-05-24 06:06:11,كوروناq
1,program not work update,2021-05-24 05:09:43,سلمان ابوعبدالعزيز
5,application not accept download,2021-05-24 00:10:07,ابوريمي
1,app not working,2021-05-23 22:11:34,الشوقبي المالكي
2,rate application,2021-05-22 22:30:10,سعد 4
1,technical support bad,2021-05-22 20:32:45,RaedBA
1,app last update not working hope solve problem,2021-05-22 09:44:45,bandar2244
5,excellent,2021-05-22 01:39:54,sultan almotteri
1,needs development,2021-05-20 21:14:21,فوفوفوفوفوفوفوفيفي
4,application crash,2021-05-19 16:21:47,modyelrewsh
5,trust us,2021-05-20 13:45:25,دززددززد
5,cucumber disappearance,2021-05-20 10:16:15,بالعربي💢
5,trust us,2021-05-20 06:02:23,M0o0d-_bassa
4,thanks appreciation efforts,2021-05-14 11:42:50,Coach Emad
1,riyadh,2021-05-19 15:17:07,عبدو٩٩٩
1,bad,2021-05-19 01:28:33,ـُِ
1,bad,2021-05-17 18:13:09,no stisfied customer
1,muthanna hamza yusuf,2021-05-17 14:40:57,Mothanna_36
3,update,2021-05-17 10:58:30,مراد(أبوإياد)
3,update caused app crash,2021-05-17 05:34:09,Saud1978
5,application problem,2021-05-17 00:41:38,Basmo993
3,excellent,2021-05-16 14:54:55,Turk90000000
3,program excellent,2021-05-15 16:38:47,A4Gamers4D
1,women face,2021-05-15 00:57:55,هاتهلذنن
1,exit program,2021-05-14 22:45:25,Soloom
3,software malfunction due latest update,2021-05-14 00:19:46,Yoofi
1,not work,2021-05-14 08:12:41,Just4me.69
5,last update bug,2021-05-14 01:36:56,adelalamri
1,exit program,2021-05-13 18:54:21,basil242
4,jazan,2021-05-01 02:25:13,البرنامج ممتاز وفادني كثييير
3,problem latest update,2021-05-13 15:55:54,Eng Ahmad A A
2,locating problem,2021-05-13 14:04:30,code505
5,riyadh,2021-05-12 12:48:59,suliman1500
3,suspension,2021-05-08 23:42:38,Mrqahs
1,worst government app,2021-05-08 22:53:12,Fawaz1997
1,many holidays,2021-05-07 14:14:50,kayed511
1,use app,2021-05-06 09:21:15,اأأإحمد
1,problem,2021-05-05 18:44:48,JujSweet
1,umrah prayer reservations,2021-05-02 00:53:51,أحمد'
1,saudi tawakkalna app,2021-05-01 22:34:15,hanan alageel
3,suggested,2021-05-01 15:32:32,Huss_2019
1,unreliable,2021-05-01 13:57:20,Iphone Ten user
4,good app,2021-04-23 23:23:55,dr. mohammed matooq
2,application glitch,2021-04-27 19:09:18,الفدعاددل
3,excellent program needs,2021-04-26 20:22:57,Spider man sa
1,reservation trust not working,2021-04-24 13:46:26,AhmadBM_1413
5,special government application health,2021-04-24 13:00:28,سمو الروووح
5,thank thanx,2021-04-23 15:32:22,احمد كاسب
1,download problem,2021-04-23 03:25:21,حاتتتم
3,logo,2021-04-19 21:07:06,يانيون
5,going,2021-04-23 00:39:37,نور وكلي حلى
5,nadwa district,2021-04-22 16:47:23,رزاق الخلف
5,nitric marijuana,2021-04-22 09:25:02,Hotoun11
5,money useful time stone,2021-04-22 03:48:22,منننننتااااااز
5,apple watch,2021-04-21 12:37:00,ميمينول
5,excellent,2021-04-20 23:52:08,Alshehri.115
5,good evening,2021-04-20 20:06:18,الكنيه 😂
2,data not updated,2021-04-20 18:59:00,simo.sido6
3,last update,2021-04-18 03:26:11,hfktcjcjgjg
5,corona health store private clinic people shortness breath mask beautifies,2021-04-19 15:36:39,حسناتي
5,suggestion,2021-04-19 13:08:50,سامي حسن الشهري
1,not work,2021-04-18 20:49:29,Moayad AlHazmy
5,long live salman country long live salman,2021-04-18 16:03:06,nakslakdndjf
5,h,2021-04-18 13:06:38,azazooz
5,excellent,2021-04-18 09:13:12,سيف شامان
5,proud happy,2021-04-18 04:03:23,nazexxx
5,awesome,2021-04-17 12:58:57,Ammaro :)
1,force user site,2021-04-17 18:26:35,ممتازه 😍😍
4,trust us,2021-04-16 13:43:42,مرام مرام مرام
1,problem without net,2021-04-17 10:49:49,Joud01234
5,thank,2021-04-17 10:10:39,ابو علي ٠١٠
5,could give five stars deserve,2021-04-17 09:11:38,anizifaw1
1,bad,2021-04-17 05:13:39,tnmt6
5,amazing app,2021-04-17 04:06:19,Silmeria1990
1,needs modifications,2021-04-17 02:25:32,Heemo22
5,awesome,2021-04-17 01:47:52,بن عاصم
5,amazing,2021-04-17 01:45:57,Abutufi
5,excellent app,2021-04-17 01:04:43,ابو غنى الحربي
5,excellent,2021-04-17 00:50:28,سالم بن مدينه
2,uncle brigade,2021-04-16 22:59:56,بورسام
5,program,2021-04-16 20:49:58,ابن متيه
5,abu al fahd,2021-04-16 20:49:05,سلطان الايام
5,cool app,2021-04-16 20:40:27,عبدالرحمن 511
1,good,2021-04-16 16:10:30,Hussam&
1,bug program,2021-04-16 12:48:45,djdkdjfkdkwkne
1,persistent problem logging,2021-04-16 00:29:10,L7n3mri
1,heavy consumption battery,2021-04-15 21:36:10,Fatimah AB
1,ns,2021-04-15 19:54:45,918سالم
4,disappearance personal photo id license,2021-04-14 06:50:33,AzoozG
1,digital identity,2021-04-15 02:21:04,امجد النجمي
1,program comment,2021-04-15 02:05:10,بومعبد
5,trusted us,2021-04-14 20:23:31,سور الذكرياتlinesoooor
3,system frequent suspension problems,2021-04-14 12:16:33,faiqfatani
3,not work well,2021-04-11 19:51:16,احمد حسن حكمي
1,app many problems,2021-04-14 02:24:00,خالد بـن فهد
5,digital wallet,2021-04-13 20:23:22,kaly99
2,picture problem,2021-04-12 22:01:02,noriiaziz
1,health status,2021-04-12 10:41:43,tata head band
1,update failed,2021-04-12 08:20:35,fayiz82
2,problems latest update,2021-04-12 01:47:34,AD harbi03
5,hello,2021-04-11 23:28:51,moahand.7
3,problems,2021-04-11 17:36:29,شوقققق23
3,id license photo show,2021-04-11 04:17:35,ابو العبدين
5,corona,2021-04-11 09:47:34,ايفوا
2,permissions problem,2021-04-11 06:04:53,ابو ابراهيم٩٧
3,trust us,2021-04-10 17:37:24,asmaa abdelhadi
5,problem hiding image,2021-04-10 21:21:32,ابو غنى 666
4,picture still appears every time open app,2021-04-10 17:32:44,Amani 🎀
4,vaccine status update,2021-04-07 06:44:25,sh.ism
5,ns,2021-04-10 02:46:11,jj. z
5,,2021-04-09 21:58:59,Ksaمشعل
1,digital card,2021-04-09 21:11:38,M7_m
3,app crashed latest update want solution,2021-04-09 02:25:43,abuahssan
1,not first box wallet,2021-04-09 01:46:41,"''"""""""""""""""
3,mobile add service followers,2021-04-09 00:22:20,Doctor SA82
5,jabaaar app,2021-04-08 20:58:01,yoosee1209
5,hassan,2021-04-08 13:59:44,حسام البطل
5,,2021-04-08 13:23:35,رصاص الحب
3,malfunction appearance license,2021-04-08 07:35:56,ميم،٤٣
1,technical issues latest update,2021-04-08 05:29:48,SloomTech
3,new update,2021-04-07 20:45:35,alaa 89
5,new update,2021-04-07 18:17:16,spno22
5,umrah booking not icon,2021-04-07 15:02:07,البنوي ١١١١
1,need net,2021-04-07 14:43:02,I_MA7
1,last update bad,2021-04-07 12:33:36,،----،
2,no reservation vaccine,2021-04-06 17:08:14,Abu-smou
1,good tidings,2021-04-06 23:07:33,bsbosa21
4,idea update app development,2021-04-06 07:10:00,salehaseeri11
5,thank,2021-04-06 16:38:36,ززززورد
3,immunization,2021-04-06 14:20:13,عبدالله أحمد عبدالله العيافي
5,complaint,2021-04-06 08:33:09,نايف الشهري 20
3,rami,2021-03-29 16:01:02,Rami09
5,excellent,2021-04-05 07:33:57,MeeZ 2012
5,,2021-04-05 00:40:25,بوب التهامي
5,pride pride application,2021-04-04 17:39:37,Mansour askar
5,,2021-04-04 17:17:40,Rayan alsallum
1,battery,2021-04-04 07:30:23,yahyaalsaeed
1,bad clicked forgot password,2021-04-04 04:25:41,يونا شيزوكي
1,not good,2021-04-02 16:38:08,deraiv
1,trust not working,2021-04-02 16:15:49,جيروم77
5,no need connect internet scanning barcode visit pool,2021-04-01 13:37:08,"""097)6(?$,.;"
5,great saudi arabia,2021-04-01 02:46:34,و العنزي
5,launch saudi global program,2021-03-31 17:20:23,awadhals
1,new update pending,2021-03-31 16:07:24,Skull_Vq
5,nice app,2021-03-31 00:44:52,Alharbi_s
5,great app,2021-03-30 08:54:57,smooooy
4,representative messenger deliver everything,2021-03-25 09:16:43,cxc511
5,excellent,2021-03-29 08:39:27,abusad5
2,thank beloved country,2021-03-27 10:06:08,حبحب١٠٤
1,program development,2021-03-27 06:52:19,poiu135
5,,2021-03-26 19:23:05,MmajedAAA
5,praise thanks rational government,2021-03-26 10:51:47,loofe56
5,trust us,2021-03-26 10:08:33,a.amd
5,excellent,2021-03-26 05:34:30,اللحيفي
5,success success,2021-03-25 22:47:59,عازف 🎻
1,bad slow,2021-03-25 13:00:45,farah827
1,najran province,2021-03-25 10:36:13,Ali7sain
3,apple watch,2021-03-24 15:19:02,Abu Hattan
5,excellent,2021-03-25 08:42:58,ترعفذف
5,,2021-03-25 07:45:04,شروق ....
5,great saudi arabia,2021-03-25 04:49:24,MuSaB-alahli
5,lovely,2021-03-25 04:46:16,تقيم سيء
5,amazing,2021-03-25 02:10:47,Ayasmari
5,well deserved saudi achievement,2021-03-25 00:30:25,sultan16222
5,easy life,2021-03-24 18:18:14,almakady
4,important suggestion,2021-03-18 05:39:17,محمد سلطان
5,cause pride,2021-03-23 22:18:39,Turki12345678
5,great app,2021-03-23 11:24:04,ابو نوره الشارخ
5,artist,2021-03-21 17:33:59,الدوكري ١
5,wonderful,2021-03-21 03:56:20,مشاري العضيله
3,reduce battery consumption,2021-03-12 22:38:45,ADEL SALEH ABDULAZIZ
1,application problem not recover password,2021-03-17 09:03:38,dianamh3
2,attached iphone xr,2021-03-15 09:36:28,غغغغههع
5,hello,2021-03-14 23:28:41,Noosaa2
5,excellent,2021-03-14 13:50:18,zaidsa
5,great program,2021-03-14 10:05:40,Bosaleeh
5,not agencies documents,2021-03-13 04:42:42,أبو اسيل 222
5,forced bear,2021-03-10 22:47:19,waleed0314
5,malaz,2021-03-10 13:33:50,مصطفى مرعي
5,selim,2021-02-25 20:28:07,فلسطين القدس العربي والاسلامي
2,inaccurate,2021-03-03 18:24:30,r11095
2,suction battery suction,2021-03-02 09:41:48,sumb0765
1,idea good implementation idea bad,2021-02-28 17:15:22,LMAHIT
2,enter app shows,2021-02-28 16:14:31,ahmad sama
1,swear god work,2021-02-25 07:14:38,الحربي ٦٨٨٩
4,something went wrong,2021-02-24 07:59:05,ner2021
1,bear certain versions,2021-02-24 22:28:43,كُنية
1,great app,2021-02-24 15:13:39,m-adwan
4,apple watch,2021-02-20 14:11:20,mq1978
5,suspension,2021-02-22 09:16:50,Raaghad.z1421
1,app not deserve rating,2021-02-21 18:01:32,.•*ƒąįşąɭ .•*☄
2,suggest edit,2021-02-21 05:49:39,ام جنى١٢٣٤
5,peace mercy god,2021-02-20 11:10:49,123456ahmed
5,useful app,2021-02-19 19:19:44,مجود ٦٩١٢٠
1,aspire best,2021-02-20 00:40:43,azezx8
5,thank,2021-02-19 00:29:03,almnsel
5,best app,2021-02-18 22:30:05,Altbiti
5,beautiful wonderful,2021-02-18 21:20:11,فاهم وساكت
5,ns,2021-02-18 20:18:24,﮼توت
5,best application honest country,2021-02-18 20:09:21,Saad 99
5,,2021-02-18 18:12:49,FaisalAY
5,tabuk ksa,2021-02-18 17:41:07,Tooti87
2,tabuk,2021-02-18 17:50:58,ABU JOOD1
5,wonderful saudi application,2021-02-18 16:52:03,Thino15
5,best app,2021-02-18 16:50:38,ابو محمد ٣١٣١
4,good app,2021-02-18 12:19:57,Rayan MQ
5,trust us,2021-02-18 16:23:46,X.MD28
5,great easy experience,2021-02-18 16:13:42,Nawaf _alyami
5,trust us,2021-02-18 16:00:28,AL36R
5,,2021-02-18 16:00:10,الخاب
5,medina siham,2021-02-18 15:49:40,أم سهام
5,excellent,2021-02-18 15:49:28,turkey mmmmmmm
5,excellent,2021-02-18 15:35:25,mohaago
5,trust useful,2021-02-18 15:15:39,C33JPMFEDTWF
5,useful app,2021-02-18 15:03:24,Saad397
5,trust us,2021-02-18 15:02:18,ابوو قريش
5,thanksgiving mysticism,2021-02-18 13:29:00,ابو سيف 996
5,someone,2021-02-18 12:26:39,khaledisinnocent
5,excellent,2021-02-18 12:14:07,shramet
5,useful,2021-02-18 11:56:52,fhdalotibi
5,mohammed,2021-02-18 11:38:04,نرتعغ
5,best app,2021-02-18 10:47:44,mamhmk
5,excellent app,2021-02-18 10:39:28,i_huss
5,excellent app,2021-02-18 10:07:57,zkehskspskdneksks
5,useful,2021-02-18 09:25:18,ziyad-zas
5,tawakkalna rating,2021-02-18 08:48:44,AAH164
5,excellent,2021-02-18 07:15:48,...........،.
5,integrated program,2021-02-18 06:00:56,talolayab
5,one best apps,2021-02-18 06:00:17,ma slx agal
5,amerah,2021-02-18 05:42:42,amerahadwan
5,excellent,2021-02-18 04:45:27,ابي مسيار
5,grandmother,2021-02-18 03:57:42,Ahmad Bagais
5,long honor homeland,2021-02-18 03:46:47,bassam409
5,trust us app,2021-02-18 02:35:16,علي محمد العبدالوهاب
5,charge program,2021-02-18 02:26:52,أبوو سيلين
5,masterpiece antiques,2021-02-18 02:05:04,لاعب معتزل
5,great app,2021-02-18 01:13:28,AEAlbogami
5,magnificence,2021-02-18 00:50:48,aboanwar 013
5,,2021-02-18 00:45:03,kkkkkkhaleeeeeed
5,great blessing trust us app,2021-02-18 00:44:59,Abu-Seba
5,easy use,2021-02-18 00:38:54,نايف الشافي
5,exclent,2021-02-18 00:32:47,Ahmed AlShalaan99
5,saudi arabia,2021-02-18 00:31:29,waleeeed05
5,great program,2021-02-18 00:04:40,مبارك بن سعود
5,useful program,2021-02-17 23:46:40,Abu wlayf
1,bad,2021-02-17 23:58:57,انس ٧٤٣
5,trust us,2021-02-17 23:31:31,شملاني قادح
5,thank effort,2021-02-17 23:31:06,s.f.m.alghamdi
5,great app thank sadaya,2021-02-17 22:30:48,alqarni543
5,hallelujah praise,2021-02-17 22:13:23,طلال موسى
5,,2021-02-17 22:09:21,Bobo3nzah
5,national achievement,2021-02-17 22:00:58,Eng.Faisal8888
5,citizen,2021-02-17 22:00:44,مواطن على باب الله
5,riyadh mahdia district,2021-02-17 21:45:30,سلطان بن جديد
5,certificate pride,2021-02-17 21:45:08,mnw.waris
5,wl,2021-02-17 21:31:23,سلطان خضير الشمري
5,trust us app,2021-02-17 21:24:33,فايز آل هريش
5,best app,2021-02-17 21:01:41,Abdullah.z
5,good app,2021-02-17 20:47:29,Khalidmohammd007
5,great app,2021-02-17 20:41:20,ابو عبدالله البحيري
5,great saudi,2021-02-17 20:38:30,علي محمد ال مغيره
5,love ksa,2021-02-17 20:34:25,Brave Heart 997
5,evaluation,2021-02-17 20:17:12,قاصد خير
5,god bless government,2021-02-17 20:16:45,بادوو
5,god save country servants,2021-02-17 20:15:58,مواطن وافتخر
5,thanks,2021-02-17 20:15:13,ابو فهيد الزير
5,thank country,2021-02-17 20:15:13,محمد صالح الشهري
5,kingdom saudi arabia,2021-02-17 20:11:44,ماجد ال شيبان
5,kingdom saudi arabia,2021-02-17 20:10:37,حجاب المقاطي
5,gives great application,2021-02-17 20:08:56,ودعتك
5,excellent,2021-02-17 20:08:42,ابن االسعد
5,excellent,2021-02-17 20:05:56,bader.allubli
5,wonderful,2021-02-17 20:04:58,vimto998
5,thank beloved country,2021-02-17 19:47:00,مبارك رجا الهاجري
1,app not work jailbreak,2021-02-17 20:04:13,jabrmut
5,trust us app,2021-02-17 19:44:46,Mohedmmed
5,usefully,2021-02-17 19:40:33,F.a.n.m
5,best program world,2021-02-17 19:35:42,Ayedh alshehri
5,,2021-02-17 19:35:21,M.😕
5,trust us,2021-02-17 19:34:31,abo seba88
5,trust us app,2021-02-17 19:32:03,Abo kholood
5,great app,2021-02-17 19:31:51,Kit kat-747
5,thanks,2021-02-17 19:28:23,ibroooooooooooo10
5,kafu app,2021-02-17 19:26:44,ملكي ابو عمر
5,long honor country,2021-02-17 19:26:24,ابوفهد 2
5,,2021-02-17 19:22:42,waadooooo
5,one best programs,2021-02-17 19:21:25,af9091
5,excellent,2021-02-17 19:19:19,Ro7y2009
5,excellent,2021-02-17 19:19:16,المستسار
5,wonderful,2021-02-17 19:17:45,الركن الرائع
5,thank god,2021-02-17 19:16:19,Asasas10
5,thanks,2021-02-17 19:09:38,Wf.alqahtani
5,,2021-02-17 19:07:50,بعتبتبتب
1,continuous login,2021-02-17 19:08:35,Mood_q
5,best app,2021-02-17 19:04:34,عليا/ دلة
5,trust us,2021-02-17 19:01:05,Dr. ALABBAD
5,saudi app,2021-02-17 18:53:23,ab👀de
5,ns,2021-02-17 18:52:12,دامح
5,thanks app,2021-02-17 18:50:21,رغد.
1,program evaluation,2021-02-17 18:52:00,King of the darkenss
5,excellent,2021-02-17 18:48:27,ZAYEDM28
5,awesome complete,2021-02-17 18:47:01,خلودي١٩٨٨
5,god bless country,2021-02-17 18:46:03,علي البراك
5,excellent app,2021-02-17 18:45:04,بن فاهده
5,great app,2021-02-17 18:44:04,0a7d
5,excellent,2021-02-17 18:30:53,eLaiwi aLanazi @ieawi
5,evaluation,2021-02-17 18:13:17,SF丨FIREBOY
5,hero app,2021-02-17 18:10:46,anathamer
5,allah greatest,2021-02-17 17:32:10,xkhshax70
5,riyadh,2021-02-17 17:19:52,فهد بن عبد الرحمن
5,great app,2021-02-17 17:15:48,naif alhazza
5,nice app thank,2021-02-17 17:14:21,hmoodgasi
5,excellent app,2021-02-17 17:11:14,asdalil
5,good,2021-02-17 17:08:00,yuswqe
5,special,2021-02-17 17:07:26,samii2018
5,excellent application thank organizers application forward god willing,2021-02-17 17:04:06,(ابو ميار)
1,forgiveness god,2021-02-17 17:04:13,وايل حامد
5,excellent,2021-02-17 17:03:10,ابو عبدالله سالم
5,thousand thanks state government leaders providing work application safety us,2021-02-17 17:01:12,7MOOD_GH
5,abdel azeez,2021-02-17 16:51:23,ابو يارا السعودي
5,wonderful,2021-02-17 16:37:24,Abozayed1980
5,rich application,2021-02-17 16:25:05,momaiaz911
5,excellent,2021-02-17 16:24:37,arjubail
4,excellent,2021-02-17 12:53:36,saleh489
5,wonderful,2021-02-17 16:22:15,Tan777s
5,creativity application thank country,2021-02-17 16:02:40,اااااءاااااا
5,last update excellent,2021-02-17 15:25:21,MahaHug
5,great app,2021-02-17 15:12:59,WB♓️
5,god save country,2021-02-17 15:07:04,ابو مااااااجد
5,,2021-02-17 15:01:46,h.ghunaymi
5,god bless,2021-02-17 14:28:19,talal_10
5,gives wellness,2021-02-17 14:28:09,HussamNoor
5,great saudi arabia,2021-02-17 14:21:02,وطني العظيم 🇸🇦
5,thanks effort,2021-02-17 13:43:08,khalid1094
5,advice,2021-02-17 13:41:56,dhafer94
5,great app,2021-02-17 13:26:36,"Alotaibi, Muteb"
5,pride,2021-02-17 13:24:16,mohammed771718
5,terrible,2021-02-17 13:14:34,naif_m0
5,put government deserves feared us,2021-02-17 12:59:23,عبدالمحسسن الدوسري
5,god bless,2021-02-17 12:44:13,Hamad15
5,excellent,2021-02-17 12:42:07,Abood77m
5,thanks,2021-02-17 12:36:34,a7medkk
5,new update excellent,2021-02-17 11:58:41,M.Alhugail
5,,2021-02-17 10:41:25,oo8f
1,bad,2021-02-17 10:59:26,Abdul2678
5,nice app,2021-02-17 10:41:17,سكر اخضر
5,god bless,2021-02-17 10:20:32,Mn9or_
5,able program,2021-02-17 08:59:28,Ahmed AJS
5,best without doubt,2021-02-17 06:49:06,Joseph٩٩٩٩
5,excellent,2021-02-16 23:25:29,Omar444
5,,2021-02-16 23:21:24,AhmedAAlQahtani
5,ns,2021-02-16 23:05:42,جميل ومرتب
5,hisham fahd,2021-02-16 22:07:15,hesham F M
5,important,2021-02-16 21:19:36,Me le architect
5,wonderful application provides additional services protect spread corona virus,2021-02-16 20:49:42,abdullaharfaj93
5,wonderful beautiful application easy everyone,2021-02-16 20:10:28,against_snapchat_policy
5,easy lives program,2021-02-16 19:56:56,AAA75s2
5,great app,2021-02-16 19:53:15,TurkiALM
5,great app,2021-02-16 19:42:58,kakaoapwiwhbdhf
5,good,2021-02-16 19:26:07,The_genius007
5,great app,2021-02-16 19:20:55,elsharari
5,thank trust us,2021-02-16 19:19:08,Twakalanah-ooi
5,abufares,2021-02-16 19:14:05,abufares..
5,beautiful helps save lives,2021-02-16 19:08:56,8=👊=✊=>💦🙆
5,excellent app,2021-02-16 19:03:24,tbugshan
5,awesome,2021-02-16 18:58:13,Meshari Alsuhaibani
5,great app,2021-02-16 18:43:29,ra.93
5,excellent,2021-02-16 18:42:35,wwwaleeddd
5,wonderful,2021-02-16 18:20:30,brhoomy2030
5,wonderful useful application using overcome pandemic god willing,2021-02-16 18:12:32,ابو سعود 1986
5,great great program,2021-02-16 18:09:20,Muqrn
5,excellent,2021-02-16 18:06:10,Admin-
5,excellent app,2021-02-16 18:04:41,Mehson511
5,great useful app,2021-02-16 18:04:28,Saaqazz1212121211122
5,excellent,2021-02-16 18:03:23,afm-112
5,one important applications,2021-02-16 18:01:27,Tmmmmmmam
5,trust us,2021-02-16 17:58:30,sattamo
5,perfect app,2021-02-16 17:57:02,Dr.KAsBeR
5,integrated important application,2021-02-16 17:56:38,faisal.a.s.j
5,experience tawakkalna app,2021-02-16 17:48:37,MAlRishi
5,great app,2021-02-16 17:47:56,abo0ody647
5,wonderful,2021-02-16 17:46:12,Abdullah Alotaig
5,nice useful app,2021-02-16 17:43:52,2Arzag
4,trust us,2021-02-16 14:56:58,Babe do you
3,longing war,2021-02-16 17:26:22,الأمل ❤️
5,distinguished diverse application war cloud,2021-02-16 17:18:51,سحابة الحربي
2,no program not working,2021-02-16 17:09:48,moatasim56
5,,2021-02-16 16:55:00,محمد مهلهل
3,offline,2021-02-16 16:33:03,Ssshahdhs527
5,special,2021-02-16 16:24:07,Osama mansor
5,excellent,2021-02-16 16:12:18,•ıl‏яєιax̵ϰ.♪`
1,annoying,2021-02-16 15:56:44,Norahkh
5,rr,2021-02-16 15:39:05,rbosh4
5,,2021-02-16 15:34:04,فطوم💙💙
5,oh go,2021-02-16 15:23:29,تلميذة
5,nice app,2021-02-16 14:45:29,emandesmar2200
5,app good,2021-02-16 13:36:21,Ahmadalbdran
5,featured app,2021-02-16 13:22:12,HAF1114
5,application trust god willing beautiful important,2021-02-16 13:11:53,فوF
5,useful program safety,2021-02-16 13:02:02,ابو محمد ٢١٢
5,unmissable application,2021-02-16 12:58:59,rakanmutg
5,wonderful,2021-02-16 11:56:11,Abdulrahman SK
5,ease trusting us,2021-02-16 11:33:15,s6_1
4,hero app,2021-02-16 11:30:32,majed.m
4,nice development,2021-02-16 11:13:42,OAlmajed
4,program help lot,2021-02-16 10:45:48,i_bra
3,excellent,2021-02-16 11:08:36,abdulazizeid
4,thank,2021-02-16 10:11:57,أبو طلال الشريفي
5,useful,2021-02-16 10:41:35,Majed174
5,excellent,2021-02-16 10:34:43,Faris.A.Gh
5,may lord relieve nation,2021-02-16 10:34:36,.abdulaah......000
5,application,2021-02-16 10:22:02,m.fk99999
5,useful nice app,2021-02-16 10:19:36,Ahahah_oo24
5,good,2021-02-16 10:12:35,fahad72910
4,wonderful,2021-02-16 10:11:36,ا بو عبدالله الشهراني
4,one best precautionary apps,2021-02-16 09:54:33,علي الوهيبي
5,important,2021-02-16 10:03:43,خالد العنقري ابو عبدالعزيز
5,trust app excellent,2021-02-16 09:57:11,Maram12345
5,practical,2021-02-16 09:56:27,sami34242
4,useful,2021-02-16 09:47:54,suulltan94
5,adeebjas,2021-02-16 09:52:35,adeebjas
5,nice app,2021-02-16 09:47:19,saad3244
5,trust us,2021-02-16 09:44:11,Rzx90a
4,excellent,2021-02-16 09:41:30,Fafcgtsdcf
5,trusted special program,2021-02-16 09:44:02,ابو راكان محسن
4,apartment mail,2021-02-16 03:28:06,ابو فار
5,trust us,2021-02-16 09:40:17,xxfaresxx32
5,thank,2021-02-16 09:22:23,Abo Abdullah 88
5,application god ones worthy tokana,2021-02-16 08:03:17,how are mode
3,updates,2021-02-16 08:02:07,"Abo,,noorh"
5,nawaf,2021-02-16 07:50:37,ابوعببدالله
2,iphone,2021-02-16 06:51:37,أبو باسم 11
5,opinion,2021-02-16 06:32:27,Haifaiii
5,download,2021-02-16 06:16:19,النبطشي
3,battery,2021-02-16 05:50:42,ghamdiameen
5,thanks,2021-02-16 03:29:57,abdulazizalsgr
5,naic,2021-02-16 01:27:37,الحلو سامي
5,great work,2021-02-15 18:52:11,free0arab
1,not updates,2021-02-15 23:53:23,عالالي
5,excellent,2021-02-15 03:28:16,ابووو حااااتم
5,oh god make country proud proud religion,2021-02-14 18:37:50,انـا ابـخصـ(^_^)ـمـنگ
2,show us solution,2021-02-14 21:36:26,يعطيكم العافيه على ها البرنامج
2,battery consumption,2021-02-14 14:45:46,عبدالرحمن السعره
5,hernjmnim,2021-02-14 05:45:12,ااييكنريرززيك
1,seems no internet connection,2021-02-13 23:18:36,m.alharbi_95
3,go without internet connection,2021-02-13 19:39:04,يوسف النصيري
1,app not working,2021-02-13 15:48:38,Gha177
1,not work,2021-02-13 12:02:26,AbdulGhani Najm
1,application errors,2021-02-12 22:50:29,ab515
5,recruitment program,2021-02-11 19:19:02,gvtvtvrv
5,order,2021-02-11 15:55:14,شوون
5,excellent community service,2021-02-11 10:36:45,من جنوب العرب
5,special problem application,2021-02-11 10:25:14,fahood_19
1,,2021-02-11 07:26:19,kbhgewfcfdg
1,good app,2021-02-10 18:05:50,me-jo8
5,needless know necessary every saudi citizen resident,2021-02-10 10:13:07,lonesome501
3,suggestions,2021-02-10 09:45:10,AL-Kunani
1,could not log updated application still cannot log please solve problem,2021-02-10 00:14:29,سهام عبدالله
5,high battery consumption,2021-02-09 14:38:35,anyahya
2,dammam,2021-02-09 15:12:56,١/العجمي
2,add normalization smart watches,2021-02-09 14:46:13,الحريف١٠٠
3,not showing identity,2021-02-08 13:13:34,مشكله فى الكميره
1,excellent app,2021-02-09 11:45:52,أبــوهــدى
1,not work,2021-02-09 11:22:41,ابو نواف -_-_
5,app not work iphone,2021-02-09 06:46:20,A2902550a
5,trust us,2021-02-09 06:37:34,kh٢٦٦٢
1,kind good,2021-02-09 06:08:36,musarq3
2,app gluttonous energy,2021-02-08 23:02:15,اخر الابطال
2,blamed,2021-02-08 20:00:30,alrhal1439
5,let stand together,2021-02-08 16:19:07,مصنع شباب الحمر
3,trust us,2021-02-08 10:39:16,Amani_q1
5,good program,2021-02-07 22:31:41,uhbuhiejkdkjdkjhhjiddhjkd
1,update problem,2021-02-08 05:29:59,L7aaaas
1,trust us,2021-02-08 03:24:06,فنان ❤️.
2,ns,2021-02-07 19:36:52,dgdsyugfr
1,devices not accessed,2021-02-07 22:25:36,فففففففقققققققققففف
1,not stand star dead app,2021-02-07 21:14:07,طُ
2,malfunction related,2021-02-07 17:32:41,حمدان
1,app fails not work time,2021-02-07 18:37:57,مدير عام فاضي
1,program needs strong technical support,2021-02-07 17:35:09,ivrx011
1,opening,2021-02-07 16:06:42,ماهر ابو الحسن
4,app work,2021-02-07 03:45:05,ambilal22
1,requests access site time,2021-02-07 15:41:07,Hassan439
