userName,rating,date,review
Mohsin Hawlader,5,2021-06-29 20:03:07,Good
Hasan Ali,5,2021-06-29 19:10:27,Nice
Rana King,5,2021-06-29 18:56:02,Nice
Shakeel Akram,5,2021-06-29 18:28:04,Awesome
Abdul Khaleque,5,2021-06-29 18:21:13,This is very good app
Dr. AD Hossein,1,2021-06-29 17:52:34,Forcing location at all time is the only way this app works Google must fix this and make it optional
Nada,1,2021-06-29 17:42:31,Failed app and deleted
mahmud kamal,5,2021-06-29 17:42:04,nic
Celebrado Del Gallego,4,2021-06-29 17:29:22,It is a big help for me and to all others to monitor the health protocol by the Government
Suriya Suriya,5,2021-06-29 17:02:43,Good
hameed Baig,5,2021-06-29 16:30:59,Very help full app
Devshankar Kumar,5,2021-06-29 16:27:57,Good
Yahya M,5,2021-06-29 16:17:58,Good
Yousaf Ansari,1,2021-06-29 15:33:26,No Good
Iswori Niroula,1,2021-06-29 15:32:03,Not working properly
Tareq Awad,4,2021-06-29 15:23:40,Useful and mandatory everywhere
Nazakat Bakhsh,5,2021-06-29 15:18:41,Love this
gerald corpuz,5,2021-06-29 13:58:20,Good
J O N B E D Z TV.,5,2021-06-29 13:01:42,Very helpful to us
Md Akram,5,2021-06-29 12:56:22,Good
Uchiha Madara,5,2021-06-29 12:40:29,Wow nice
abdul quiyum,5,2021-06-29 12:25:28,Good
Mohammed Mahbubul Alam,5,2021-06-29 12:20:29,Good
mumuni shakaru,5,2021-06-29 11:49:08,I really like dis app is very good and safe for everyone to use it in Saudi Arabia
Rafeeq Rahmani,5,2021-06-29 11:39:51,Super excited
Shadi Hamed,3,2021-06-29 10:56:59,Good
Md Alom,5,2021-06-29 10:44:23,Slow
Ramon.samiana sin,5,2021-06-29 10:37:22,Good
Md Nazmul Hassan,5,2021-06-29 10:33:52,Nice app
SHAIKH AZEEM,5,2021-06-29 10:06:25,Awesome app
kelvin chola,5,2021-06-29 09:36:47,Perfect
Istiyajuddin Bholey,4,2021-06-29 09:18:38,Recently i updated for latest updates after updating one of the big problem when you see certificate of vaccination details in English all details in English and in Arabic and when you see Arabic language all details in Arabic language but name is in English
Mohmad Ali,4,2021-06-29 09:18:11,Good
Ghazanafar Ali,5,2021-06-29 09:15:27,ok
G.Ace's TV,5,2021-06-29 09:13:34,nice and helpful application
Salman Akhter Akhter,5,2021-06-29 09:06:55,Very good
Md Jashem,2,2021-06-29 09:00:48,ss g
Arafath Kasaragod,5,2021-06-29 08:29:10,Very good
Baburaj Karthik,4,2021-06-29 08:01:43,Nice App
Firoz khan,5,2021-06-29 07:52:33,very easy to use and good for your health detail
VISHNU Dev,1,2021-06-29 07:18:01,Very good
Saud Alsihli,5,2021-06-29 07:15:57,Very caring
Theme Love Rick,5,2021-06-29 06:56:10,yuh sure this app is good to use miss to download it now my friend
shabeerali shabeerali,5,2021-06-29 06:51:37,Ok
Aslam Malwan,5,2021-06-29 06:48:40,Good app
Rishi Katkam,5,2021-06-29 06:25:04,Supet
gemmar Guinoohan,5,2021-06-29 05:44:23,The new app s good
Usman Ghani,5,2021-06-29 05:17:36,Tawakkalna is not working in pakistan please i update for pakistan for work in Pakistan thank you
SARWAR ALAM siddiqua siddiqua,4,2021-06-29 02:12:07,Very good
aziz korbo,5,2021-06-29 02:03:46,V Nice for All is WALLAH
MD Yasir,5,2021-06-29 00:48:24,Thats great app
Kurban Wasim,5,2021-06-28 23:52:44,Very nice
Mohammed Yoosuf,5,2021-06-28 23:14:37,Excellent
Muhammad Safeer,4,2021-06-28 23:02:52,Nice
Muhammad hazrat,5,2021-06-28 22:57:54,Very good
Miraz Abdullah,5,2021-06-28 22:51:24,Good
محمد لبيب,5,2021-06-28 22:36:21,Brilliant
Sumon Sumon,5,2021-06-28 22:13:16,good
Indika Herath,5,2021-06-28 22:01:02,Very good
Jahanzib Khan,5,2021-06-28 21:39:20,Hello
Faiz Gulzar Gondal,5,2021-06-28 21:34:52,Very nice
Afjal Qadri,5,2021-06-28 21:30:27,This apps good
sugary M,1,2021-06-28 21:26:29,The organ donation notification is very annoying with no option I do not want
james neplas,5,2021-06-28 21:23:50,Amazing
Issac Mohan,5,2021-06-28 21:07:27,Excellent accurate intelligent App
Azam Khan,5,2021-06-28 21:04:28,Fazal azam
jenifer nadar,5,2021-06-28 21:03:30,Gud
mahmoud hisham,1,2021-06-28 20:59:15,bad
John Fajardo,5,2021-06-28 20:53:35,it is very good and helful apps
Vie Quintao,4,2021-06-28 20:45:14,Good to have this apps its more useful anywhere or place you can go
Anandh Micheal,5,2021-06-28 20:40:44,Good
Md Hanif,5,2021-06-28 20:38:26,Good apps very good
Emelda Camacho,5,2021-06-28 20:35:50,Good
Mohammed Iqbal,2,2021-06-28 20:34:56,Very frequently update create problems during checking at check points
Abduljabber jabber,4,2021-06-28 20:31:48,Nice to
Naveed Aslam,5,2021-06-28 20:27:16,Nice
Abdullah Alhumaid,5,2021-06-28 20:19:24,Amazing
king জীবন,5,2021-06-28 20:18:18,Good app
Manjeet kumar Roy,5,2021-06-28 20:15:30,Very good app
Nibin Varghese,5,2021-06-28 19:59:43,Good
Momin Hossain,5,2021-06-28 19:41:51,Good
Muhammed Zayat,1,2021-06-28 19:29:33,Slow application often
Renato Pascua,5,2021-06-28 18:53:04,midium built
malik A,5,2021-06-28 18:45:19,Excellent
Pedro De leon,5,2021-06-28 18:42:54,Excellent
Mahafujur Rahaman,5,2021-06-28 18:35:22,Nice apps
allensantillan flores,5,2021-06-28 18:17:49,Great
mushtaq mohmmed,5,2021-06-28 18:06:20,Good
Mustafa ansari,5,2021-06-28 17:52:36,This application is very good Saudi government is good job
Walid Ibrahim,5,2021-06-28 17:51:32,Good
Md Asdfgh,5,2021-06-28 17:47:13,good apps very good
Eman Mohsen,4,2021-06-28 17:22:45,okay
Mkhan Mkhan,5,2021-06-28 17:20:26,Good apps vrey sarvis
Alvin Pineda,5,2021-06-28 16:54:38,It is ok
U Ga,5,2021-06-28 16:44:28,Good program
Sahidul Khan,5,2021-06-28 16:42:28,Good
Faiz Uddin,5,2021-06-28 16:41:41,Very good
Pandey.z pradeep Raj,3,2021-06-28 16:31:09,Good App
Sheik Ali,4,2021-06-28 16:13:50,Good
Renato Tomines,5,2021-06-28 16:13:27,Excellent
Rai Vikash,5,2021-06-28 15:55:27,Nice app
Nusrat Jahan,5,2021-06-28 15:20:48,Good
Fahd Bakhsh,5,2021-06-28 15:11:04,V Good App
Abdul Hai,5,2021-06-28 15:03:16,good
Fun moviie Time,5,2021-06-28 14:32:17,Evry think is possible
Halifa Mohamed,5,2021-06-28 14:22:24,Very Good App
Maneesh Patel,5,2021-06-28 14:16:01,Very very very nice ayep
Mohd Chand,5,2021-06-28 14:15:03,Amazing
Ghulam Pasha,5,2021-06-28 14:06:08,Good app
Karthiriyath Karthiroyath,5,2021-06-28 13:25:37,Very good system
Maqsood Ahmad,5,2021-06-28 13:20:10,Good
Roberto San Pedro,4,2021-06-28 12:46:18,When i press book for appointment its written SORRY the request could not be completed pls arrange this problem Thank you
Rb Sk,5,2021-06-28 12:37:27,Good
Arun s,5,2021-06-28 12:30:31,Good one
usman shafi,5,2021-06-28 12:07:24,good app
Timo Sd,5,2021-06-28 11:46:43,Nice app
Mollik Mihaa,5,2021-06-28 11:21:31,Achan
Shasha Bakar,3,2021-06-28 11:18:33,How to rigester this app
azhar hussain,1,2021-06-28 11:17:23,Good
i love bangladesh,5,2021-06-28 11:03:42,Good
Gulzar Ahmad,5,2021-06-28 11:01:12,Nice
Imran khan Khan,5,2021-06-28 10:59:00,Good
Muhammad Numan,5,2021-06-28 10:43:45,Gud
Smaha Smaha,5,2021-06-28 10:42:26,Good
Feras Alqahtani,1,2021-06-28 10:33:10,This app was made in stone age No technical support No customer care support Its just ridiculous how much money they invested into
Devendra kumar Dubey,5,2021-06-28 10:27:00,Very nice
Jeff Bautista,5,2021-06-28 10:17:22,I am good very well
Richard Dorgbefu Anane,5,2021-06-28 10:11:25,Excellent
Abdullah khan,5,2021-06-28 09:55:47,Good
Naseem Alishah,5,2021-06-28 09:39:54,very very nice App
Hasan Sikdar,5,2021-06-28 09:23:53,Very helped
Relly De Guzman,5,2021-06-28 09:18:46,It is OK and good
Cornelia Nillas,5,2021-06-28 09:10:46,Good
Sukumon Suku,5,2021-06-28 08:32:44,Good
Roshan Mohd,5,2021-06-28 08:18:42,Excellent app to curb the spread of COVID pandemic
Brandon Bergstrom,5,2021-06-28 08:11:29,Very good
نوني الاسمري,5,2021-06-28 07:59:29,Thank you our kingdom may God bless you and your rulers
Millien Mehari,4,2021-06-28 07:50:50,Good
Mohammad Bakhtiar,5,2021-06-28 07:29:21,Very nice
MAyub Khan,5,2021-06-28 07:16:09,very good
Radha Rai,5,2021-06-28 07:15:58,Good
irfan ahmad,4,2021-06-28 07:15:06,Very good App
Shaikh Mohammad Ajaz,5,2021-06-28 07:07:48,Excellent
[A]bblaz[E] JLC,5,2021-06-28 06:58:26,Easy and fast
Glenn Calalang,5,2021-06-28 06:56:54,good
Faiz Faiz,5,2021-06-28 05:42:41,Good
Francisco Tapales,5,2021-06-28 05:15:53,Very good app
Asif Ahmed,4,2021-06-28 04:51:22,Good
suzan suzan,5,2021-06-28 04:32:44,Ok
Hm Hasan,5,2021-06-28 04:23:47,Good
Mansur Yosafzai,5,2021-06-28 02:34:38,Excellent app
raja volgs,5,2021-06-28 02:27:23,praise the Lord
SHADAB SAYYED,5,2021-06-28 02:23:58,Good
Mohmmed asiri,3,2021-06-28 02:01:57,It is not good
Teresa Pigollo,5,2021-06-28 01:57:19,Excellent
Muhammad Akhlaq,1,2021-06-28 01:41:12,If not forced i would never use it
Sherif Amine,5,2021-06-28 01:29:09,Excellent
Alameen Vergara,5,2021-06-28 01:06:40,Excellent
Hadia Rajpoot,5,2021-06-28 00:57:07,its goof for health care
Afroj Ansari,1,2021-06-28 00:49:03,worest ap
the punch boy tommy,1,2021-06-28 00:47:33,Wajid comments
Lit Me,5,2021-06-28 00:46:11,Best app
iamkmeeran,5,2021-06-27 23:49:52,Excellent app
Ishan Khan,5,2021-06-27 23:43:58,Good
Sayala Phcc,4,2021-06-27 23:42:31,Good
ارارا لارت,1,2021-06-27 23:40:01,Horrible app
Rahib Ali,5,2021-06-27 23:38:08,OK
Abdu Rheem,4,2021-06-27 23:27:55,Good
juanito medenilla,5,2021-06-27 23:26:45,Very useful for me
Jovie Dingal lomongo,5,2021-06-27 23:00:33,The best information
Azad Hussein,5,2021-06-27 22:54:57,It is good for me
rosalie dizon,5,2021-06-27 22:47:23,Good
Aziz Ullah,5,2021-06-27 22:43:04,OK
abdul razzak,5,2021-06-27 22:28:34,Excellent
MD Mohsin,5,2021-06-27 22:22:59,Osam
Saeed Noban,5,2021-06-27 22:21:37,One of great apps every who control whole people in creat in the short time with great ideas that is country and our great Saudi brains
phillip guarin,5,2021-06-27 22:14:43,V good
Javed Iqbal,5,2021-06-27 22:01:58,Ok
Sufin Sufin,5,2021-06-27 21:41:38,Good
Noor Miah,5,2021-06-27 21:40:16,Good
fahad Al-lheeb,5,2021-06-27 21:37:29,A very advanced program that provides great and important services
isi_Shoaib_ Pakhtoon_ Pakistan Gaming,5,2021-06-27 21:20:22,I like this
Fuyt Hfr,5,2021-06-27 21:10:05,Niceway
ISLAM IS THE TRUTH,3,2021-06-27 20:59:58,Good App
Mohamad Areef,5,2021-06-27 20:46:46,Good
Nirmal Dangi,4,2021-06-27 20:39:19,Its good
Hamsa India,5,2021-06-27 20:39:09,Very good for health cosiasious
Abdul Kadar,5,2021-06-27 20:34:52,Awesome very good I love it
Rodolfo C. Dionaldo Jr.,5,2021-06-27 20:21:31,Great
Saleem Shaikh,5,2021-06-27 20:13:44,Good App
Ebrahim Mohammed,5,2021-06-27 20:06:57,Good apps
Israr Khan,5,2021-06-27 20:06:44,love u Saudis araab
Pjay Karunatathna,3,2021-06-27 19:58:36,Let us all join hands as one for the security of the people Let is follow the rules of health
Ismail Hussain,4,2021-06-27 19:54:06,For some reason it refuses to display my data Until the update it said immune by first dose perfectly fine But know all it shows is no internet connection even if I am connected to a network
Grankhan Mp,4,2021-06-27 19:47:50,Good
Rahil Khan,5,2021-06-27 19:46:21,Gud
Hamid Khan,5,2021-06-27 19:43:31,Nice
Nandkishor Khekade,5,2021-06-27 19:40:18,Number one
Asad The Iion,5,2021-06-27 19:36:11,Tx
Hackers Hackers27,5,2021-06-27 19:35:20,Nice
Marcky Dominguez,1,2021-06-27 19:30:44,On June pm I was given the covid vaccine When the vaccine is over I will not be able to open my tawakkalna
ALI KHAN,5,2021-06-27 19:30:05,It is a wounderful application it protected me by a patient
Jawed Ali,5,2021-06-27 19:13:59,Awesome Thank you Saudi Arabia
Mohammad Adib,5,2021-06-27 19:10:46,Nice App Allhamdolilah But when i m open it any time system say update
Nazar Bacha,5,2021-06-27 19:05:48,Hj
Sushil Tiwari,5,2021-06-27 19:01:57,Good
Aiza Salvador,5,2021-06-27 18:41:47,It is a big helps this app to as ofw
mathar sahib,5,2021-06-27 18:39:42,Fantastic app for covid and other health related informations
live with shuja ahmad khalispuri,5,2021-06-27 17:59:50,Nice apps
SHAHID HUSSAIN PANHWAR,5,2021-06-27 17:59:12,Ok
rachim k,1,2021-06-27 17:43:44,I cannot log in it always said to fill with pin code that I never received on my phone number
Faisal Al-Harbi,1,2021-06-27 17:28:34,Status is loading all the time and not shown Ca not go anywhere if I can not show my status
HATEM official,5,2021-06-27 17:25:30,God application
Sohail Ahmad,5,2021-06-27 17:22:46,Its very best app according to follow guideline its giving complete info and mostly all country approved this app
Chandru Patil,5,2021-06-27 17:16:32,So god I like app
Mokbul Bokul,5,2021-06-27 17:04:27,good app
Aamir Aziz Soomro,5,2021-06-27 16:54:27,Always update
Mohammad Mostafa,5,2021-06-27 16:44:55,Nice app
anam bano,4,2021-06-27 16:42:01,Best
Qari Sadaqat,5,2021-06-27 16:26:33,GOOD
Jayakumar C,4,2021-06-27 16:23:17,Good
Ak Khan,5,2021-06-27 16:14:35,Excellent services
SM SHAMIM,5,2021-06-27 15:52:19,Government Apps
Ramachandran Payyan,4,2021-06-27 15:51:29,One of the good app which I have never seen before Thank you team MOH
Mian Ali,5,2021-06-27 15:39:10,Very good
Hammed Ubana,5,2021-06-27 15:37:45,Great
Haja pulimadayil,5,2021-06-27 15:35:16,Good is Love
Chandima Eranda,3,2021-06-27 15:17:56,If your app is in purple once you complete the institutional quarantine please contact ministry of tourism I had faced the same issue for days after I completed the quarantine try to contact the lab MOH and finally came to know that Ministry of Tourism is taking care of issues on institutional quarantine Their response time is amazing and they fixed my issue within hours and my app turned green Their target time for resolving an issue is hours Hats off to them Hope this will help someone
Junaid Ahmad,2,2021-06-27 15:06:33,It is not working properly error found
orlando bicaldo,4,2021-06-27 15:05:03,accurate tesult
indayjojoy Nava,5,2021-06-27 14:58:49,Its good
waleed garosh,5,2021-06-27 14:51:06,nice
Totu Totu,5,2021-06-27 14:49:03,Great
asad ali,4,2021-06-27 14:34:31,This app is very helpful
Bala Uthaya,5,2021-06-27 14:18:21,Nice
Faisal Abdul Samad,5,2021-06-27 14:17:35,Good innovation app using AI
Arif Ullah,4,2021-06-27 14:00:02,GOOD EXPERIENCE
Md Farid,5,2021-06-27 13:08:53,Nice
Habib rohman,5,2021-06-27 12:54:33,thise is exclent
vhen Mahinay,5,2021-06-27 12:43:24,EXCELLENT
MD RIFAT,5,2021-06-27 12:19:10,Thankyou
Henz Vlog. Tv,5,2021-06-27 11:51:38,Very good to use
Cb Akter,5,2021-06-27 11:49:21,For vaccine up uot going people should get update appolnment before leaving kinkdom
jagannath jagannath,5,2021-06-27 11:30:52,Very good
Ruzina Alharthy,1,2021-06-27 11:26:01,imo
mohamed adnan gamea,5,2021-06-27 11:17:18,nice
Mohammad azad,5,2021-06-27 11:16:50,Good
Helal Uddin,5,2021-06-27 11:02:54,nice
veesh v1,1,2021-06-27 10:57:30,Evry time need update
prakash katari,5,2021-06-27 10:37:09,Best app to break the chain of covid
md kalam,5,2021-06-27 10:29:21,Best app for covid controler
Kristine Katherine Navarrete,1,2021-06-27 10:21:54,Having anhard time updating for days
hamdan it,5,2021-06-27 10:18:42,Good app
Mubeen Sahil,5,2021-06-27 10:08:05,Nice
asad abbas,5,2021-06-27 10:06:38,Excellent
NAZPONDYE NAZPONDYE,5,2021-06-27 09:52:27,Masha Allah good
Moamar Ibrahim,5,2021-06-27 09:50:39,Very good
Ma Ayaz,5,2021-06-27 09:37:40,Good
Bilal Jaad,1,2021-06-27 09:32:52,comment
abdul jaleel,5,2021-06-27 09:30:18,Mashallah very good
Tt Qq,5,2021-06-27 09:30:13,alomgir
Jazz Delivery,5,2021-06-27 09:10:49,Thank you a word that cannot fulfill your right
Lodi Idol,5,2021-06-27 09:08:08,Good
Nasru Makkah,5,2021-06-27 08:28:04,Too helpful
Javied IQBAL,5,2021-06-27 08:27:50,Good
Thomas George,5,2021-06-27 08:16:47,Good
Mohammed Jameeluddin,5,2021-06-27 08:11:13,Nice
Kamal yoyo,5,2021-06-27 08:05:33,goog
Ahamad Mohd,5,2021-06-27 07:48:01,Nire
Taufiq Sikandar,5,2021-06-27 07:41:42,Good app
Mohammed siddiqui,4,2021-06-27 07:33:25,Excellent
Safdar Ali,5,2021-06-27 07:11:27,funny
Ashfaq Khan,1,2021-06-27 07:02:12,Good
MD MEHADI,5,2021-06-27 06:50:22,Good
Mehedi Hasan,5,2021-06-27 06:46:52,It is very inportant in this time
Qureshi Ayaz,5,2021-06-27 06:20:27,Vary usefull app i like it
Tarik al-harshan,5,2021-06-27 05:41:52,My my country
Jim Alin TV,5,2021-06-27 05:23:35,Excellent
Hridoy Ahmmed,5,2021-06-27 04:51:02,Good app s
Asmaa Alaa,5,2021-06-27 04:36:49,Good
Samsher ali oo7 Laila jan,4,2021-06-27 04:26:26,Nice app for health
Babo Jee,4,2021-06-27 03:46:19,good
Khlood maher Algammaz,5,2021-06-27 03:37:04,Ok
nattin puram kaychakal,5,2021-06-27 02:50:49,Fastly
sajid kazmi,5,2021-06-27 02:38:18,Nice
Remlanie Lamoste,5,2021-06-27 02:11:52,Ok
Gulshan Kumar,5,2021-06-27 01:56:39,Good app for public
Rahim Hasan,5,2021-06-27 01:51:57,Very informative app
Farah Fey Valera,5,2021-06-27 01:48:04,Its helpful
Altaf Hashmi,5,2021-06-27 01:46:08,Very excellent system
Muna Alomre,5,2021-06-27 01:06:09,Excellent easy for everyone and highlights the required information
Mumthaz Ansari,5,2021-06-27 00:58:09,Good
Rover Jhon,5,2021-06-26 23:52:17,very good app
Faisal F,1,2021-06-26 23:46:53,z c
dolan noble official,5,2021-06-26 23:07:58,Excellent
Eison Ira,5,2021-06-26 23:04:57,Well
Asghar ALi,5,2021-06-26 23:00:37,Good app
Noor Khan,5,2021-06-26 22:57:11,Good
Akbar Ali,5,2021-06-26 22:48:33,Excellent
Mohammed jaffar sadiq ali,3,2021-06-26 22:38:35,Good
Shehzad Khan,5,2021-06-26 22:34:15,Ok
Hachem Taleb,5,2021-06-26 22:27:05,very good
ekeoma nwamba,5,2021-06-26 22:06:27,Awesome
Ismail Hossain,5,2021-06-26 21:52:09,Good
Exotic world,1,2021-06-26 21:31:49,I want to be free from all kind of such apps Totally I got disturb from this situation
Samsul Hasan,5,2021-06-26 21:02:56,Good
Saeed Khan,5,2021-06-26 21:01:08,Good apps love ksA
hanof enayah,1,2021-06-26 20:58:22,Every time it gets stuck I do it once and go back and delete it and go back to download the program and it takes time too
Saqib Ansari,5,2021-06-26 20:36:45,Not bad
setu kabir,5,2021-06-26 20:21:36,Very good
Imran Sayyed,5,2021-06-26 20:07:55,It is very useful
Raju Ramaswami,5,2021-06-26 20:04:23,This aap is good
Md Hasan Miah,5,2021-06-26 20:02:16,Good
Mdshahadot Hosen,5,2021-06-26 19:59:23,Good
muhammedali muhammedali,5,2021-06-26 19:55:42,Miyan miyan
Mohamed hussain ali,5,2021-06-26 19:53:55,Ok
ARIZ ALI,5,2021-06-26 19:52:35,Nice
Biplob Hussain,5,2021-06-26 19:45:38,Good
Abubaker syed,1,2021-06-26 19:44:12,This app is worst
Fazal Rehman,4,2021-06-26 19:38:42,Ok
M zabar Ahmad,5,2021-06-26 19:31:06,Nic
Ali Ahmed,1,2021-06-26 19:29:14,No privacy no freedom
Md Liton,5,2021-06-26 19:14:02,very gd app
Beatrice Rutere,1,2021-06-26 18:58:51,Good
شعیب اسلامک چینل,5,2021-06-26 18:45:01,Nice
MANSOUR ALWOHAIBI,5,2021-06-26 18:35:02,And if you get sick He heals there is no cure but your healing and there is no medicine but your medicine heal you are the healer a cure that does not leave sickness there is no god but God who prevents a person from his heart a solution between us and what harms us there is no God but you you were one of the unjust
BO MO3Z,5,2021-06-26 18:33:18,magnificence
Tanvir Hasan,5,2021-06-26 18:17:30,Good app thanks
Ricardo Mantile Valdez,5,2021-06-26 18:17:24,Excellent app is
Rubel Howlader Ariful Islam,5,2021-06-26 18:15:43,Nice App
Arshan,5,2021-06-26 18:11:43,Good
Taswwur Azam,3,2021-06-26 18:08:35,Ok
Rana Asif,5,2021-06-26 18:08:12,Very nice
Manbahadur Subedi,5,2021-06-26 18:06:00,Good
shahadul muneer,5,2021-06-26 17:59:34,World class covid app One shop stop
Md Sony,5,2021-06-26 17:56:37,Best app
Summer Cole,5,2021-06-26 17:54:30,Good
Sabdar Hussain,5,2021-06-26 17:52:33,Good
Hanif Miah,5,2021-06-26 17:48:58,Good apps
Awais Usmani,5,2021-06-26 17:44:16,It is helpful for all citizens of KSA
geronimo tenorio,4,2021-06-26 17:40:25,Okay
Mujeeb Rahman,5,2021-06-26 17:39:05,Good
Zakir Ansari,4,2021-06-26 17:32:04,Nice
Dawa Lama,5,2021-06-26 17:29:36,It is very good apps for socialize
Md Akbar hossain,5,2021-06-26 17:14:48,Good
أحمد مناور,4,2021-06-26 17:11:54,I want this page
Hiy Tt,5,2021-06-26 16:39:38,xnzno on mo
Naveed Azam,5,2021-06-26 16:29:52,Best app in corona pandemic
Muhammad irfan,5,2021-06-26 16:27:16,Good app
Saudi Ali,5,2021-06-26 16:17:34,Thank you for this application
Das 658,5,2021-06-26 16:14:44,Nice app
samia Fatima,5,2021-06-26 16:01:04,Excellent
aneesh andoor,5,2021-06-26 15:45:57,Good
Luyambi Geofrey,5,2021-06-26 15:43:27,It is not Updating sometimes
Ovi Lx,4,2021-06-26 15:39:56,good
Zain505050 Zee,5,2021-06-26 15:04:45,Its good
Ma7moud Mano,5,2021-06-26 14:58:15,Wonder full
Syed Ayan Quadri,5,2021-06-26 14:48:42,Nice app
Zorana Vit,1,2021-06-26 14:47:08,The worse app ever
Maridel Pioquinto,5,2021-06-26 14:30:19,Good
Misab Mohamedali,5,2021-06-26 14:30:07,Some times it s not working and showing unfortunately tawakkalna has stopped anybody showing this reason
Rizwan Khan,4,2021-06-26 14:29:01,Good
Prince of Walesfeather,4,2021-06-26 14:26:38,This is one of the best app from Saudi Arabia government that provides quality services related to We highly appreciate their services they provides to the citizens
abdul aziz,1,2021-06-26 14:25:42,Good
Sumon Miah,5,2021-06-26 14:02:22,Good
Rafeeq Khan,5,2021-06-26 13:50:27,Very good
Asif Mankadu,4,2021-06-26 13:46:16,Good
Mamun Ahmed,5,2021-06-26 13:46:16,Good work
Wajid Hussain,5,2021-06-26 13:46:04,Good
Abdul Sattar,5,2021-06-26 13:33:33,super
Benjie Pidlaoan,5,2021-06-26 13:32:21,Great Apps For Safety protocol
Peach KSA,5,2021-06-26 13:31:58,excellent
Danish Khan,5,2021-06-26 13:27:10,Awesome
Layeeq Ahmed,5,2021-06-26 13:14:29,Very good
abdulaziz yousef,5,2021-06-26 13:11:13,GOOD
Junaid Shaikh,5,2021-06-26 13:09:31,Good
junaid islamic hub,5,2021-06-26 12:53:55,Good
Abdul Rahim,5,2021-06-26 12:30:16,nice
Arif Life;;;;,5,2021-06-26 12:27:01,Open tawwokalina
Shifa,3,2021-06-26 12:26:08,It does not even deserve star
zaldy Razonable,5,2021-06-26 12:22:31,Alhamdulillah I will not get sick after vaccination
KHALID ALFIRSAH,5,2021-06-26 12:20:29,Excellent
mazhar Ali Khan,5,2021-06-26 12:02:06,Very useful
Waeel Abdo,5,2021-06-26 12:01:09,Good
Balwal Balwal,1,2021-06-26 11:58:20,Ok
Raghava Suvarna,5,2021-06-26 11:45:46,Information about our health
Ashik Ali,5,2021-06-26 11:43:16,Very good also nice service
Qadri Aljabri,5,2021-06-26 11:24:43,chuckled
Tacaz Baba,5,2021-06-26 11:19:01,Best
Christopher Flores,5,2021-06-26 11:06:47,Very good
Abbufirasath Ali,5,2021-06-26 11:02:52,Like always well wisher with me Alhamdulillah my Allah bless you to all and specially thanks for Saudi Saudi Arab government
Ala Uddin,5,2021-06-26 10:59:58,Good
Faiyadh Hussaini,5,2021-06-26 10:41:53,Good application
Rashid Rashi,5,2021-06-26 10:38:08,Good
0583707881 Good99,1,2021-06-26 10:34:26,Kkzm but it
Tariq Khan,5,2021-06-26 10:22:14,good
Bohammed Yousuf,5,2021-06-26 09:42:34,super
MD Vais,1,2021-06-26 09:42:06,Good but somestime no open
Mueed Khan,4,2021-06-26 09:41:50,Sometimes it shows error
Selvapriya Priya,5,2021-06-26 09:40:03,Very nice application
Hamza Hamza,5,2021-06-26 09:26:23,Good apps
Showkat Ali,5,2021-06-26 09:13:16,Good for information and control
Alex Dasal asumbrado,5,2021-06-26 08:43:27,OK good
Noel Sarabusin,5,2021-06-26 08:26:42,Excellent
Jasmin Ali,4,2021-06-26 08:22:20,Nice
Manzar Ali,5,2021-06-26 07:52:54,Very good App
Mohammad Azmy,5,2021-06-26 07:44:35,Good
Saleem Ahmed,1,2021-06-26 07:31:22,Every day update
md SAMIM2120,5,2021-06-26 07:28:34,Nice
Sohag Hossain Miya,5,2021-06-26 07:14:38,Very good experience
Jasjeet Khan,5,2021-06-26 07:05:50,Good
Mohammed Parwej Raaj,4,2021-06-26 06:07:50,Good app very nice
Perwez World Musically,5,2021-06-26 06:04:01,This app is very beautiful
Ali Ahmad,4,2021-06-26 05:53:05,Nice
Ziyad Abdul Rahiman,5,2021-06-26 05:27:10,Very goo App
Sabbir Khan,1,2021-06-26 05:16:34,Nice apps
Azhar Younis,5,2021-06-26 05:11:23,Best
suhail khan,5,2021-06-26 05:03:58,now a days this is the entry card for anywhere awsome apps for covid
Nazim Uddin,5,2021-06-26 04:38:22,Nice system
Manish Madeshiya,5,2021-06-26 03:47:13,fantastic work
bbb bbb,5,2021-06-26 03:45:42,Very Nice
Arbs Ande,5,2021-06-26 02:01:41,Good
مساعد بن سعيد العقيص البلوي,1,2021-06-26 01:31:37,Not working gently
hafiz abid,5,2021-06-26 01:28:40,Good
jone jone,5,2021-06-26 01:24:12,Ok
Inzamam Inzam,5,2021-06-26 00:53:35,This is A good app
bharat singh rajput,5,2021-06-26 00:51:21,Good app
hicham sabiry,5,2021-06-26 00:36:08,Wonderful app to say the least
Hazi Shipon.,5,2021-06-26 00:35:08,Thanks Saudi Arabia
Tamu Hayder,3,2021-06-26 00:22:04,too many update
MAMUNUR RASHID,5,2021-06-26 00:09:01,Good apps
Lets Smile,5,2021-06-25 23:54:50,Best
HAIDER ABBAS,5,2021-06-25 23:36:09,Good
Jsha Jsha,5,2021-06-25 23:34:13,Good
MAULANA ARMAN BAIG QASMI,5,2021-06-25 23:32:10,Very good app usfull
Evelyn Conde,5,2021-06-25 23:26:29,It is okay
Mahbobul Alam,2,2021-06-25 23:16:57,Not good
Umer Faisal,5,2021-06-25 23:13:45,Good
Yazeed Altamimi,5,2021-06-25 23:13:35,Helpfully
Hannah Vlog,5,2021-06-25 23:11:13,thank God
Monoara Begum,1,2021-06-25 23:05:43,Very good asp
